-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.010452000000000001 -0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.010452000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 -0.00335 -0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.010452000000000001 -0.005226000000000001 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 -0.00335 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.005226000000000001 0.0 -0.003621 0.013916000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.00335 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.010452000000000001 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.010452000000000001 -0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.010452000000000001 0.0 -0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0067 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.007242 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.010452000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.005226000000000001 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.007242 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.015678 -0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 -0.00335 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.015678 0.0 0.003621 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.005226000000000001 0.0 -0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.010452000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.003621 0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.005226000000000001 -0.00335 0.003621 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.010452000000000001 -0.0 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.003621 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 0.005226000000000001 0.0 -0.003621 -0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.003621 0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0067 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.010452000000000001 0.0 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.00335 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.010452000000000001 -0.0 0.0 -0.0 0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 0.003621 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 0.0 -0.0 0.006958000000000001 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.003621 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.00335 0.003621 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 0.007242 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.005226000000000001 -0.00335 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 -0.01005 -0.007242 -0.0 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.010452000000000001 -0.00335 0.003621 -0.0034790000000000003 0.0 0.0
-7.048445056130946e-05 -1.0069207223044208e-05 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.010452000000000001 0.00335 -0.0 0.0034790000000000003 0.0 0.0
